1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Country,WHO_REGION
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605427.7441,315585.2248,371220.0096,259579.2722,79567.25077,46416.42764,42032.40604,129446.3194,182258.1929,49972.73983,21785.33158,13489.25982,13834.04391,13241.99506,102933.3158,124386.9454,128252.1581,590.6491207,2636.995482,11175.06045,62984.42041,205.284596,335.9049845,534.7851425,Uzbekistan,EUR
95,3785,315,75,25,10,5,50,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saint Vincent and the Grenadines,AMR
156275,71000,56315,59165,109870,70130,96305,61695,50800,49405,76365,59745,101220,76820,860,445,135,20,0,110,575,11960,0,0,0,390,160,0,0,0,0,5,0,0,Venezuela,AMR
1351830.095,1573272.369,2779123.992,1904908.807,1781399.839,1483600.898,755553.5161,1363689.858,1298681.902,544504.7206,576132.2885,683906.2227,695509.8171,684552.7017,397758.667,318788.1711,375771.7491,681757.6553,818902.5711,962479.6822,702678.3467,423427.4447,163599.279,50053.55728,52787.9845,97889.2113,60991.37552,41895.33694,393787.8779,210103.6536,68064.56263,34369.58498,36740.5894,239697.0883,Vietnam,WPR
650.2157771,6603.797497,2973.794295,12792.38988,6266.774666,7130.155027,2293.924808,1286.474741,1253.706524,735.6291822,3890.600315,1486.619541,767.3223689,540.3356245,454.3704278,346.1464754,740.5668892,1150.433306,19.30595382,135.9844633,219.3712238,653.9915891,1113.203631,1630.003542,641.882928,450.4158379,35.91481551,42.81659821,46.18031756,10.42293204,21.96980651,279.041028,326.7436199,393.7633436,Vanuatu,WPR
208.8854945,194.5411132,302.5702829,397.0219209,2895.898911,2419.076977,2230.46007,2121.043198,1960.778522,1765.934014,1730.079486,1577.576745,1442.103437,1319.464799,1208.20063,1131.671034,1037.707376,962.8421947,6.118511916,18.4197668,38.3961454,39.6472294,135.888206,67.29802151,126.140855,258.9616819,337.1220248,434.8469705,127.8083899,59.58159676,89.91115141,5.223282233,5.40695825,5.904107026,Samoa,WPR
516113.6483,514899.5375,719464.5399,862003.3174,587805.8405,340364.5636,366080.7703,235681.5494,602015.8649,388857.0311,86709.58996,75986.04952,48853.79817,43112.77678,39863.40055,124104.5811,57246.15582,185962.2974,212988.1948,235228.0675,68764.89004,31209.16524,187228.0442,270105.9532,149573.4698,170393.9576,815.8636903,3336.153005,8914.492439,15120.77402,50794.38689,51685.8388,6696.593916,16321.09997,Yemen,EMR
616299.6727,540086.0085,656422.7098,629671.3457,699114.5443,531715.7573,918843.8223,602698.5689,720208.2188,430653.4129,222342.949,218871.4612,521896.8416,283403.9666,342415.9971,257998.6256,74193.96001,12507.35873,18833.55524,48654.94323,37146.36701,46448.93897,31325.37653,37538.98354,23752.68186,26315.1127,26250.98277,9651.230196,62412.70107,278977.7037,83198.02026,64941.76851,51301.24555,12519.75662,South Africa,AFR
726029.0031,248078.304,172211.8002,125921.7185,172434.168,89407.61184,55712.8781,46470.12971,29098.24856,26537.47295,19414.44689,37530.86635,41449.31962,48429.02001,35834.36363,36285.11429,30982.47605,58966.63665,79512.4952,104091.7034,66185.1843,85131.21557,23130.86879,212.7957342,4268.132076,9006.993952,9715.864811,3272.374294,6869.159431,54986.9412,53565.20428,33331.0758,308.16721,3134.968332,Zambia,AFR
29689.77092,39289.78271,299254.9524,173277.7152,161290.3296,147819.5547,129406.6481,384042.8903,341354.5375,138380.2063,167878.7414,131503.5385,238820.9888,268185.1179,105660.315,263328.0538,125589.3367,54174.65724,1006.127213,5813.239827,9111.492047,10921.00486,5469.709999,8830.450535,11766.32429,12898.92089,4249.681826,7790.821808,11636.70984,28504.06918,16724.31781,11988.64863,3312.027364,4667.596,Zimbabwe,AFR
